中文名,标准缩写,去掉空格的缩写,全名,全名，把逗号换成了空格,专长类群,工作单位,姓,名
刘心恬,X. T. Liu,X.T.Liu,"Liu, xin tian",Liu xin tian,,NAS,Liu,xin tian
刘业经,Y. C. Liu,Y.C.Liu,"Liu, Yeh Ching",Liu Yeh Ching,台湾木本植物,TCF,Liu,Yeh Ching
刘媖心,Y. X. Liou,Y.X.Liou,"Liou, Ying Xing",Liou Ying Xing,"中国蒺藜科,锦鸡儿属",LZD,Liou,Ying Xing
刘玉壶,Y. W. Law,Y.W.Law,"Law, Yuh Wu",Law Yuh Wu,"松科,木兰科,五味子科,清风藤科",IBSC,Law,Yuh Wu
刘玉晶,Y. J. Liu,Y.J.Liu,"Liu, yu jing",Liu yu jing,,HANU,Liu,yu jing
刘玉兰,Y. L. Liu,Y.L.Liu,"Liu, Yu Lan",Liu Yu Lan,"蓼科,蔷薇科,紫草科",NWTC,Liu,Yu Lan
刘照光,Z. G. Liu,Z.G.Liu,"Liu, Zhao Guang",Liu Zhao Guang,S,,Liu,Zhao Guang
刘正宇,Z. Y. Liu,Z.Y.Liu,"Liu, Zheng Yu",Liu Zheng Yu,"四川蕨类植物,裸子植物,药用植物",IMC,Liu,Zheng Yu
刘仲健,Z. J. Liu,Z.J.Liu,"Liu, zhong jian",Liu zhong jian,,深圳市梧桐山苗圃总场,Liu,zhong jian
柳重胜,C. S. Leou,C.S.Leou,"Leou, Chong Sheng",Leou Chong Sheng,S,,Leou,Chong Sheng
龙春林,C. L. Long,C.L.Long,"Long, Chun Lin",Long Chun Lin,Araceae,KUN,Long,Chun Lin
龙光日,G. R. Long,G.R.Long,"Long,Guang Ri",Long Guang Ri,,柳州地区木材公司,Long,Guang Ri
龙红,H. Long,H.Long,"Long, hong",Long hong,,江西吉安地区林业局,Long,hong
楼之岑,Z. C. Luo,Z.C.Luo,"Lou, zhi cen",Lou zhi cen,,PEM,Lou,zhi cen
卢宝荣,B. Rong Lu,B.RongLu,"Lu, Bao Rong",Lu Bao Rong,小麦族系统学,SAUT,Lu,Bao Rong
卢炯林,J. L. Lu,J.L.Lu,"Lu, Jiong-lin",Lu Jiong-lin,,,Lu,Jiong-lin
卢生莲,S. L. Lu,S.L.Lu,"Lu,Sheng Lian",Lu Sheng Lian,禾本科,HNWP,Lu,Sheng Lian
鲁德全,D. Q. Lu,D.Q.Lu,"Lu, De Quan",Lu De Quan,"石竹科,种子植物",WUK,Lu,De Quan
鲁迎青,Y. Q. Lu,Y.Q.Lu,"Lu, Ying Qing",Lu Ying Qing,凤仙花,PE,Lu,Ying Qing
陆玲娣,L. T. Lu,L.T.Lu,"Lu, Ling Ti",Lu Ling Ti,蔷薇科，虎耳草科,PE,Lu,Ling Ti
陆树刚,S. G. Lu,S.G.Lu,"Lu, Shu-gang",Lu Shu-gang,,,Lu,Shu-gang
陆益新,Y. X. Lu,Y.X.Lu,"Lu, Yi Xin",Lu Yi Xin,"瑞香科,胡颓子科",IBK,Lu,Yi Xin
陆兆华,Z. H. Lu,Z.H.Lu,"Lu, zhao hua",Lu zhao hua,,HNR,Lu,zhao hua
路安民,A. M. Lu,A.M.Lu,"Lu, An Min(g)",Lu An Min(g),"茄科,葫芦科,胡桃科,金缕梅亚纲,被子植物分类系统",PE,Lu,An Min(g)
路端正,D. Z. Lu,D.Z.Lu,"Lu, Duan Zheng",Lu Duan Zheng,,BJFC,Lu,Duan Zheng
吕福原,F. Y. Lu,F.Y.Lu,"Lu, Fu Yuan",Lu Fu Yuan,台湾木本植物,CHIA,Lu,Fu Yuan
吕亩南,M. N. Lu,M.N.Lu,"lv,mu nan",lv mu nan,,福建省政和县农业局,lv,mu nan
吕胜由,S. Y. Lu,S.Y.Lu,"Lu, Sheng You",Lu Sheng You,植物分类,TAIF,Lu,Sheng You
罗光裕,G. Y. Luo,G.Y.Luo,"Luo, Guang Yu",Luo Guang Yu,大兴安岭毛骨木,,Luo,Guang Yu
罗金裕,J. Y. Luo,J.Y.Luo,"Luo, Jin Yu",Luo Jin Yu,广西药用植物,GXMI,Luo,Jin Yu
罗平,P. Luo,P.Luo,"Luo, Ping",Luo Ping,海南杨属,,Luo,Ping
罗闰良,R. L. Luo,R.L.Luo,"Luo, Run Liang",Luo Run Liang,车前属细胞分类,,Luo,Run Liang
罗锡高,X. G. Luo,X.G.Luo,"Luo, Xi Gao",Luo Xi Gao,"四川马兜铃属,细辛属植物",,Luo,Xi Gao
罗献瑞,H. S. Lo,H.S.Lo,"Lo, Hsien Shui",Lo Hsien Shui,"石榴科, 玉蕊科, 无患子科, 茜草科",IBSC,Lo,Hsien Shui
罗毅波,Y. B. Luo,Y.B.Luo,"Luo, Yi Bo",Luo Yi Bo,兰科,PE,Luo,Yi Bo
马成功,C. G. Ma,C.G.Ma,"Ma, Cheng Gong",Ma Cheng Gong,"植物地理,藜科",PE,Ma,Cheng Gong
马德滋,D. Z. Ma,D.Z.Ma,Ma De zi,Ma De zi,,NXAC,Ma De zi,
马恩伟,E. W. Ma,E.W.Ma,"Ma, En Wei",Ma En Wei,"内蒙古桦木科,壳斗科,朴属",NMFC,Ma,En Wei
马金双,J. S. Ma,J.S.Ma,"Ma, Jin Shuang",Ma Jin Shuang,"旧大陆马兜铃属,中国大戟属",BNU,Ma,Jin Shuang
马俊宝,J. Y. Ma,J.Y.Ma,"Ma, jun bao",Ma jun bao,,大兴安岭地区森林调查规划设计院,Ma,jun bao
马黎明,L. M. Ma,L.M.Ma,"Ma, Li-ming",Ma Li-ming,,,Ma,Li-ming
马乃训,N. X. Ma,N.X.Ma,"Ma, Nai Xun",Ma Nai Xun,竹属,,Ma,Nai Xun
马平,P. Ma,P.Ma,"Ma, Ping",Ma Ping,内蒙古娄菜属,,Ma,Ping
马其云,C. Y. Ma,C.Y.Ma,"Ma, Chi Yun",Ma Chi Yun,"世界性槐属;石杉科,石松科",AMMS,Ma,Chi Yun
马书太,S. T. Ma,S.T.Ma,"Ma, Shu Tai",Ma Shu Tai,山东蕨类,,Ma,Shu Tai
马炜梁,W. L. Ma,W.L.Ma,"Ma, Wei Liang",Ma Wei Liang,谷精草科,HSNU,Ma,Wei Liang
马玉心,Y. X. Ma,Y.X.Ma,"Ma, yu xin",Ma yu xin,,牡丹江师范学院生物系,Ma,yu xin
马毓泉,Y. C. Ma,Y.C.Ma,"Ma, Yu Quan",Ma Yu Quan,内蒙古植物,HIMC,Ma,Yu Quan
马元俊,Y. T. Ma,Y.T.Ma,"Ma, yuan jun",Ma yuan jun,,,Ma,yuan jun
毛品一,P. I. Mao,P.I.Mao,"Mao, Ping Yi",Mao Ping Yi,云南植物,KUN,Mao,Ping Yi
毛雪莹,X. Y. Mao,X.Y.Mao,"Mao, Xue Ying",Mao Xue Ying,"草原植物,虎耳草科",HTC,Mao,Xue Ying
毛祖美,Z. M. Mao,Z.M.Mao,"Mao, Zu Mei",Mao Zu Mei,"新疆藜科,蒺藜科,豆科",XJBI,Mao,Zu Mei
蒙仁宪,R. X. Meng,R.X.Meng,"Meng, Ren Xian",Meng Ren Xian,"蓼科,景天科",ANU,Meng,Ren Xian
闵伯清,B. Q. Min,B.Q.Min,"Min, bo qing",Min bo qing,,EMA,Min,bo qing
闵成林,C. L. Min,C.L.Min,"Ming, Cheng Lin",Ming Cheng Lin,陕西桑属,,Ming,Cheng Lin
闵天禄,T. L. Ming,T.L.Ming,"Ming, Tien Lu",Ming Tien Lu,"漆树科,毛茛科,杜鹃花科特别是杜鹃花亚科,山茶科",KUN,Ming,Tien Lu
缪柏茂,B. M. Miao,B.M.Miao,"Miao, Bo Mao",Miao Bo Mao,素馨属数值分类,SHM,Miao,Bo Mao
缪汝槐,Miau,Miau,"Miau, Ru Huai",Miau Ru Huai,山茶科,SYS,Miau,Ru Huai
莫凌,L. Mo,L.Mo,"Mo, ling",Mo ling,,IBK,Mo,ling
莫新礼,S. L. Mo,S.L.Mo,"Mo, X. L.",Mo X. L.,广西植物,,Mo,X. L.
木本油料组,Pl. Oleifer. exp.,Pl.Oleifer.exp.,,,,,,
倪陈凯,C. K. Ni,C.K.Ni,"Ni, Chen Kai",Ni Chen Kai,山东植物,,Ni,Chen Kai
倪志诚,C. C. Ni,C.C.Ni,"Ni, Chi Cheng",Ni Chi Cheng,西藏豆科,XZ,Ni,Chi Cheng
聂敏祥,M. X. Nie,M.X.Nie,"Nie, Min Xiang",Nie Min Xiang,江西植物,LBG,Nie,Min Xiang
聂绍荃,S. Q. Nie,S.Q.Nie,"Nie, Shao Quan",Nie Shao Quan,东北蔷薇科和榆科,NEFI,Nie,Shao Quan
宁祝华,Z. H. Ning,Z.H.Ning,"Ning, Zhu Hua",Ning Zhu Hua,"五福花科,东北鼠李属",,Ning,Zhu Hua
欧辰雄,C. H. Ou,C.H.Ou,"Ou, Chern Hsiung",Ou Chern Hsiung,台湾植物,,Ou,Chern Hsiung
潘锦堂,J. T. Pan,J.T.Pan,"Pan, Jin Tang",Pan Jin Tang,世界虎耳草科,HNWP,Pan,Jin Tang
潘开玉,K. Y. Pan,K.Y.Pan,"Pan, Kai Yu",Pan Kai Yu,"苦苣苔科,金缕梅亚纲,芍药科",PE,Pan,Kai Yu
潘胜利,S. L. Pan,S.L.Pan,"Pan, Sheng Li",Pan Sheng Li,柴胡属,SHMU,Pan,Sheng Li
潘泽惠,Z. H. Pan,Z.H.Pan,"Pan, Ze Hui",Pan Ze Hui,伞形科,NAS,Pan,Ze Hui
裴鉴,C. P'ei,C.P'ei,"P'ei, Chien",P'ei Chien,"马鞭草科,薯蓣科",NAS,P'ei,Chien
裴盛基,S. J. Pei,S.J.Pei,"Pei, Sheng (Seng) Ji",Pei Sheng (Seng) Ji,"棕榈科,民族植物学",KUN,Pei,Sheng (Seng) Ji
裴颜龙,Y. L. Pei,Y.L.Pei,"Pei, yan long",Pei yan long,,PE,Pei,yan long
彭华,H. Peng,H.Peng,"Peng,Hua",Peng Hua,禾本科,KUN,Peng,Hua
彭镜毅,C. I. Peng,C.I.Peng,"Peng, Ching I",Peng Ching I,"台湾菊科,柳叶菜科,秋海棠科,鸭跖草科,排香属,细辛属及魔芋属",HAST,Peng,Ching I
彭隆金,L. J. Peng,L.J.Peng,"Peng, Long Jin",Peng Long Jin,百合属,,Peng,Long Jin
彭卫东,W. D. Peng,W.D.Peng,"Peng, Wei Dong",Peng Wei Dong,山东菊科,SDAU,Peng,Wei Dong
彭泽祥,Z. X. Peng,Z.X.Peng,"Peng, Ze (Tse) Xiang",Peng Ze (Tse) Xiang,"中国白花丹科,甘肃植物",LZU,Peng,Ze (Tse) Xiang
溥发鼎,F. T. Pu,F.T.Pu,"Pu, Fa Ting (Ding)",Pu Fa Ting (Ding),中国伞形科;四川壳斗科,CDBI,Pu,Fa Ting (Ding)
戚经文,C. W. Chi,C.W.Chi,"Chi, Chin Wen",Chi Chin Wen,S,,Chi,Chin Wen
漆龙霖,L. L. Qi,L.L.Qi,"Qi, Long-lin",Qi Long-lin,,,Qi,Long-lin
祁承经,C. J. Qi,C.J.Qi,"Qi, Cheng Jing",Qi Cheng Jing,"湖南及华南木本植物,华中植物区系,湖南樟科,蔷薇科,壳斗科,自然保护",CSFI,Qi,Cheng Jing
钱崇澍,S. S. Chien,S.S.Chien,"Chien, Sung Shu",Chien Sung Shu,"荨麻科,兰科,交让木科,中国植物区系",PE,Chien,Sung Shu
钱关泽,G. Z. Qian,G.Z.Qian,"Qian, guan ze",Qian guan ze,,聊城师范学院,Qian,guan ze
钱家驹,J. J. Chien,J.J.Chien,"Chien, Chian Chu",Chien Chian Chu,长白山植物,,Chien,Chian Chu
钱士心,S. X. Qian,S.X.Qian,"Qian, Shi Xin",Qian Shi Xin,华东植物,SG,Qian,Shi Xin
钱啸虎,X. H. Qian,X.H.Qian,"Qian, Xiao Hu",Qian Xiao Hu,石蒜科,ANUB,Qian,Xiao Hu
钱义咏,Y. Y. Qian,Y.Y.Qian,"Qian, Yi Yong",Qian Yi Yong,云南西南部维管植物,SMAO,Qian,Yi Yong
钱子刚,Zi G. Qian,ZiG.Qian,"Qian, zi gang",Qian zi gang,,云南中医学院,Qian,zi gang
乔传卓,C. Z. Qiao,C.Z.Qiao,"Qiao, Chuan Zhuo",Qiao Chuan Zhuo,植物分类,,Qiao,Chuan Zhuo
秦仁昌,Ching,Ching,"Ching, Ren Chang",Ching Ren Chang,蕨类,PE,Ching,Ren Chang
秦祥坤,X. K. Qin,X.K.Qin,"qin, xiang kun",qin xiang kun,,SHM,qin,xiang kun
丘华兴,H. S. Kiu,H.S.Kiu,"Kiu, Hua-sing",Kiu Hua-sing,,,Kiu,Hua-sing
邱炳云,Qiu Bingyun,QiuBingyun,,,,,,
邱均专,J. Z. Qiu,J.Z.Qiu,"Qiu,Jun Zhuan",Qiu Jun Zhuan,桔梗科,PE,Qiu,Jun Zhuan
邱莲卿,L. C. Chiu,L.C.Chiu,"Chiu, Lee Ching",Chiu Lee Ching,植物生态,SHM,Chiu,Lee Ching
邱少婷,S. T. Chiu（台湾人）,S.T.Chiu（台湾人）,"Qiu, shao ting ( Chiu Shau-Ting )",Qiu shao ting ( Chiu Shau-Ting ),,TNM,Qiu,shao ting ( Chiu Shau-Ting )
裘宝林,P. L. Chiu,P.L.Chiu,"Chiu, Pao Ling",Chiu Pao Ling,浙江木本植物,ZNU,Chiu,Pao Ling
裘佩熹,Chiu,Chiu,"Chiu, Pei Shi",Chiu Pei Shi,蕨类,,Chiu,Pei Shi
曲桂龄,K. L. Chu,K.L.Chu,"Chu, Kuei-ling",Chu Kuei-ling,云南植物,,Chu,Kuei-ling
曲式曾,S. Z. Qu,S.Z.Qu,"Qu, Shi Zeng",Qu Shi Zeng,"陕西树木,中国白蜡属,泡桐属,卫矛属等属",NWFC,Qu,Shi Zeng
饶广远,G. Y. Rao,G.Y.Rao,"Rao, Guang Yuan",Rao Guang Yuan,景天亚属,,Rao,Guang Yuan
任继文,J. W. Ren,J.W.Ren,"Ren, ji wen",Ren ji wen,,GSFS,Ren,ji wen
任玮,W. Ren,W.Ren,"Ren, Wei",Ren Wei,西藏油杉寄生属,,Ren,Wei
任宪威,H. Wei Jen,H.WeiJen,"Jen, Hsien Wei",Jen Hsien Wei,中国壳斗科,BJFC,Jen,Hsien Wei
任毅,Y. Ren,Y.Ren,"Ren, Yi",Ren Yi,忍冬科,WNU,Ren,Yi
任永恒,Y. H. Ren,Y.H.Ren,"Ren, Yong-heng",Ren Yong-heng,,,Ren,Yong-heng
阮云珍,Y. Z. Ruan,Y.Z.Ruan,"Ruan, Yun Zhen",Ruan Yun Zhen,"猪笼草科,茅膏菜科",IBSC,Ruan,Yun Zhen
沙文兰,W. L. Sha,W.L.Sha,"Sha, Wen Lan",Sha Wen Lan,"美登木属,石斛鉴定,万寿竹属",,Sha,Wen Lan
邵宏,H. Shao,H.Shao,"Shao, hong",Shao hong,,PEM,Shao,hong
邵际兴,J. X. Shao,J.X.Shao,"Shao, ji xing",Shao ji xing,,,Shao,ji xing
邵建章,J. Z. Shao,J.Z.Shao,"Shao, Jian Zhang",Shao Jian Zhang,"石竹科,堇菜科",ANUB,Shao,Jian Zhang
佘孟兰,M. L. Sheh,M.L.Sheh,"Sheh, Men Lan",Sheh Men Lan,伞形科,NAS,Sheh,Men Lan
沈保安,B. A. Shen,B.A.Shen,"Shen, Bao An",Shen Bao An,植物分类,,Shen,Bao An
沈观冕,K. M. Shen,K.M.Shen,"Shen, Kuan Mien",Shen Kuan Mien,"新疆伞形科,蓼科,菊科",XJBI,Shen,Kuan Mien
沈显生,X. S. Shen,X.S.Shen,"Shen, Xian Sheng",Shen Xian Sheng,安徽菊科,ACE,Shen,Xian Sheng
沈中桴,C. F. Shen,C.F.Shen,"Shen, Chung-fu",Shen Chung-fu,,,Shen,Chung-fu
盛国英,G. Y. Sheng,G.Y.Sheng,"Sheng, Guo Ying",Sheng Guo Ying,禾本科,NAS,Sheng,Guo Ying
施苏华,S. H. Shi,S.H.Shi,"Shi,Su Hua",Shi Su Hua,,SYS,Shi,Su Hua
石雷,L. Shi,L.Shi,"Shi, lei",Shi lei,,PE,Shi,lei
石铸,C. Shih,C.Shih,"Shih, Chu",Shih Chu,菊科,PE,Shih,Chu
时圣德,S. D. Shi,S.D.Shi,"Shi, sheng de",Shi sheng de,,贵州省植物园,Shi,sheng de
税玉民,Y. M. Shui,Y.M.Shui,"Shui, Yu Min",Shui Yu Min,滇东南植物,KUN,Shui,Yu Min
宋万志,W. C. Sung,W.C.Sung,"Sung, Wan Chih",Sung Wan Chih,五味子科,IMM,Sung,Wan Chih
宋祥后,X. H. Song,X.H.Song,"Song, Xiang Hou",Song Xiang Hou,贵州树木分布,NF,Song,Xiang Hou
宋滋圃,Soong,Soong,"Soong, Tsu Pu",Soong Tsu Pu,八角枫科,SZ,Soong,Tsu Pu
苏鸿杰,H. J. Su,H.J.Su,"Su, Hong Ji",Su Hong Ji,台湾兰科,NTUF,Su,Hong Ji
苏宋旺,S. W. Su,S.W.Su,"Su, Song Wang",Su Song Wang,苔草属,,Su,Song Wang
苏志云,Z. Y. Su,Z.Y.Su,"Su, Zhi Yun",Su Zhi Yun,荷包牡丹科,KUN,Su,Zhi Yun
苏宗明,Z. M. Su,Z.M.Su,"Su, Zong Ming",Su Zong Ming,金花茶组,,Su,Zong Ming
粟和毅,H. Y. Su,H.Y.Su,"Su, Ho Yi",Su Ho Yi,珙桐科,SZ,Su,Ho Yi
孙必兴,B. S. Sun,B.S.Sun,"Sun, Bi Sin",Sun Bi Sin,禾亚科,YUKU,Sun,Bi Sin
孙岱阳,T. Y. Sun,T.Y.Sun,"Sun, Tai Yang",Sun Tai Yang,杨属,,Sun,Tai Yang
孙航,H. Sun,H.Sun,"Sun, hang",Sun hang,,KUN,Sun,hang
孙吉良,J. L. Sun,J.L.Sun,"Sun, Ji Liang",Sun Ji Liang,"植物分类;蕨类,竹亚科,资源植物",SHM,Sun,Ji Liang
孙继周,J. Z. Suen,J.Z.Suen,"Sun, Ji Zhou",Sun Ji Zhou,甘肃植物,LZU,Sun,Ji Zhou
孙坤,K. Sun,K.Sun,"Sun, kun",Sun kun,,NWNU,Sun,kun
孙立元,L. Y. Sun,L.Y.Sun,"Sun, li yuan",Sun li yuan,,HBAU,Sun,li yuan
孙三省,S. S. Sun,S.S.Sun,"Sun, San Sheng",Sun San Sheng,芩属,,Sun,San Sheng
孙雄才,H. T. Sun,H.T.Sun,"Sun, Hsiung-tsai",Sun Hsiung-tsai,唇形科,CPU,Sun,Hsiung-tsai
孙学刚,X. G. Sun,X.G.Sun,"Sun, xue gang",Sun xue gang,,,Sun,xue gang
孙永华,Y. H. Sun,Y.H.Sun,"Sun, Yong-hua",Sun Yong-hua,,,Sun,Yong-hua
台湾人,Chuang,Chuang,,,,,,
覃德海,D. H. Qin,D.H.Qin,"Qin, De Hai",Qin De Hai,广西药用植物,GXMI,Qin,De Hai
覃海宁,H. N. Qin,H.N.Qin,"Qin, Hai Ning",Qin Hai Ning,木通科,PE,Qin,Hai Ning
谭敦炎,D. Y. Tan,D.Y.Tan,"tan, dun yong",tan dun yong,,XJA,tan,dun yong
谭沛祥,P. C. Tam,P.C.Tam,"Tam, Pui Cheung",Tam Pui Cheung,"檀香科,蛇菰科,杜鹃花科",IBSC,Tam,Pui Cheung
谭仲明,Z. M. Tan,Z.M.Tan,"Tan, Zhong Ming",Tan Zhong Ming,"牻牛儿苗科,芸香科",SZ,Tan,Zhong Ming
汤庚国,G. G. Tang,G.G.Tang,"Tang, Geng Guo",Tang Geng Guo,"湖北木本植物,竹亚科",NF,Tang,Geng Guo
汤彦承,Y. C. Tang,Y.C.Tang,"Tang, Yen Chen",Tang Yen Chen,"禾本科,莎草科,百合科,天南星科,榆科,分类学理论",PE,Tang,Yen Chen
唐昌林,C. L. Tang,C.L.Tang,"Tang, Chang Lin",Tang Chang Lin,"中国石竹科;秦岭蓼科,蔷薇科",MYDC,Tang,Chang Lin
唐进,T. Tang,T.Tang,"Tang, Tsin",Tang Tsin,单子叶植物,PE,Tang,Tsin
唐赛春,S. C. Tang,S.C.Tang,"Tang, sai chun",Tang sai chun,,IBK,Tang,sai chun
唐心曜,S. Y. Tang,S.Y.Tang,"Tang, Sin-yao",Tang Sin-yao,,,Tang,Sin-yao
唐振缁,C. Z. Tang,C.Z.Tang,"Tang, Chen (Zhen) Zi",Tang Chen (Zhen) Zi,兰科,,Tang,Chen (Zhen) Zi
陶德定,D. D. Tao,D.D.Tao,"Tao, De Ding",Tao De Ding,"紫葳科,芸香科,川苔草科水石衣属,标本管理",KUN,Tao,De Ding
陶光复,G. F. Tao,G.F.Tao,"Tao, Guang Fu",Tao Guang Fu,湖北毛茛科植物,,Tao,Guang Fu
陶国达,G. D. Tao,G.D.Tao,"Tao, Guo Da",Tao Guo Da,中国龙脑香科,HITBC,Tao,Guo Da
陶然,R. Tao,R.Tao,"Tao, ran",Tao ran,,贵阳中医学院,Tao,ran
田代科,D. K. Tian,D.K.Tian,"Tian, dai ke",Tian dai ke,,KUN,Tian,dai ke
佟永昌,Y. C. Tong,Y.C.Tong,"Tong, Yong-chang",Tong Yong-chang,,,Tong,Yong-chang
童绍全,S. Q. Tong,S.Q.Tong,"Tong, Shao Quan",Tong Shao Quan,云南南部种子植物,KUNE,Tong,Shao Quan
屠鹏飞,P. F. Tu,P.F.Tu,"Tu, Peng-fei",Tu Peng-fei,,,Tu,Peng-fei
屠玉麟,Y. L. Tu,Y.L.Tu,"Tu, Yu Lin",Tu Yu Lin,"贵州植被,贵州无患子科,野牡丹科,紫金牛科",GNUG,Tu,Yu Lin
万煜,Y. Wan,Y.Wan,"Wan, Yu",Wan Yu,广西药用植物,GXSP,Wan,Yu
汪发缵,F. T. Wang,F.T.Wang,"Wang, Fa Tsuan",Wang Fa Tsuan,单子叶植物,PE,Wang,Fa Tsuan
汪劲武,J. W. Wang,J.W.Wang,"Wang, Jin Wu",Wang Jin Wu,"河北植物,黄精属和菊属细胞分类",PEY,Wang,Jin Wu
汪矛,M. Wang,M.Wang,"Wang, Mao",Wang Mao,毛茛科系统解剖,BAU,Wang,Mao
汪前生,Q. S. Wang,Q.S.Wang,"Wang, Qian Sheng",Wang Qian Sheng,湖北植物,HIB,Wang,Qian Sheng
汪向明,X. Ming Wang,X.MingWang,"Wang, xiang ming",Wang xiang ming,,,Wang,xiang ming
王宝云,B. Y. Wang,B.Y.Wang,"Wang, Bao-yung",Wang Bao-yung,,,Wang,Bao-yung
王伯荪,B. S. Wang,B.S.Wang,,,,SYS,,
王朝键,C. C. Wang,C.C.Wang,"Wang, chao jian ( Wang Chao-Chien )",Wang chao jian ( Wang Chao-Chien ),,TNU,Wang,chao jian ( Wang Chao-Chien )
王从皎,C. J. Wang,C.J.Wang,"Wang, Cong Jiao",Wang Cong Jiao,云南植物,,Wang,Cong Jiao
王达明,D. M. Wang,D.M.Wang,"Wang, Da Ming",Wang Da Ming,云南植物,,Wang,Da Ming
王德群,D. Q. Wang,D.Q.Wang,"Wang, De Qun",Wang De Qun,安徽药用植物,ACM,Wang,De Qun
王德银,D. Y. Wang,D.Y.Wang,"Wang, De Yin",Wang De Yin,杉木属,,Wang,De Yin
王发松,F. S. Wang,F.S.Wang,"Wang, Fa-song",Wang Fa-song,VITIS L。,SYS,Wang,Fa-song
王国宏,G. H. Wang,G.H.Wang,"wang, guo hong",wang guo hong,,GAUF,wang,guo hong
王汉津,H. J. Wang,H.J.Wang,"Wang, Han Jin",Wang Han Jin,"败酱科,上海植物,黄山植物",FUS,Wang,Han Jin
王洪,H. Wang,H.Wang,"Wang, hong",Wang hong,,KUN,Wang,hong
王徽勤,H. Q. Wang,H.Q.Wang,"Wang, Hui Qin",Wang Hui Qin,中国水鳖科,WH,Wang,Hui Qin
王景祥,J. X. Wang,J.X.Wang,"Wang, Jing Xiang",Wang Jing Xiang,"浙江植物区系,虎皮楠科,猕猴桃科植物",,Wang,Jing Xiang
王镜泉,J. Q. Wang,J.Q.Wang,"Wang, Jing Quan",Wang Jing Quan,"杨柳科,蒺藜科,紫草科",NWTC,Wang,Jing Quan
王开运,K. Y. Wang,K.Y.Wang,"Wang, Kai Yun",Wang Kai Yun,大巴山木本植物区系,NWFC,Wang,Kai Yun
王康林,K. L. Wang,K.L.Wang,"Wang, Kang-lin",Wang Kang-lin,,,Wang,Kang-lin
王兰州,L. C. Wang,L.C.Wang,"Wang, Lan Chow",Wang Lan Chow,甘肃植物,,Wang,Lan Chow
王良民,L. M. Wang,L.M.Wang,"Wang, Liang Min",Wang Liang Min,壳斗科,SXAU,Wang,Liang Min
王名金,M. C. Wang,M.C.Wang,"Wang, Ming Chin (Jin)",Wang Ming Chin (Jin),卫矛科,"HZU,NAS",Wang,Ming Chin (Jin)
王明昌,M. Chang Wang,M.ChangWang,"Wang, Ming Chang",Wang Ming Chang,陕西树木,NWFC,Wang,Ming Chang
王宁珠,N. Z. Wang,N.Z.Wang,"Wang, Ning Zhu",Wang Ning Zhu,细胞分类,,Wang,Ning Zhu
王培善,P. S. Wang,P.S.Wang,"Wang, Pei Shan",Wang Pei Shan,贵州蕨类植物,HGAS,Wang,Pei Shan
王启无,W. C. Wang,W.C.Wang,,,,,,
王庆斌,Q. B. Wang,Q.B.Wang,"Wang, qing bin",Wang qing bin,,贵州省植物园,Wang,qing bin
王庆礼,Q. L. Wang,Q.L.Wang,"Wang, Qing Li",Wang Qing Li,东北蔷薇科,IFP,Wang,Qing Li
王庆瑞,Ching J. Wang,ChingJ.Wang,"Wang, Ching Jui",Wang Ching Jui,"堇菜科,紫草科",NWTC,Wang,Ching Jui
王仁礼,J. L. Wang,J.L.Wang,"Wang, Jen Li",Wang Jen Li,台湾植物,,Wang,Jen Li
王润奇,R. J. Wang,R.J.Wang,"Wang, Run-ji",Wang Run-ji,,,Wang,Run-ji
王生新,S. X. Wang,S.X.Wang,"Wang, sheng xin",Wang sheng xin,,HNWP,Wang,sheng xin
王淑芬,S. F. Wang,S.F.Wang,"Wang, Shu Fen",Wang Shu Fen,重楼属,,Wang,Shu Fen
王树松,S. S. Wang,S.S.Wang,"Wang, Shu Song",Wang Shu Song,安徽马鞭草科,,Wang,Shu Song
王遂义,S. Y. Wang,S.Y.Wang,"Wang, Sui Yi",Wang Sui Yi,河南木本植物,HEAC,Wang,Sui Yi
王铁娟,T. J. Wang,T.J.Wang,"Wang, tie juan",Wang tie juan,,内蒙古教育学院函授部,Wang,tie juan
王铁僧,T. S. Wang,T.S.Wang,"Wang, Tien Seng",Wang Tien Seng,华东地区远志属,,Wang,Tien Seng
王庭芬,T. F. Wang,T.F.Wang,"Wang, Ting Fen",Wang Ting Fen,东北拂子茅,,Wang,Ting Fen
王万贤,W. X. Wang,W.X.Wang,"Wang, Wan Xian",Wang Wan Xian,"湖南,湖北水生植物",EU,Wang,Wan Xian
王薇,W. Wang,W.Wang,"Wang, Wei",Wang Wei,东北菊科,IFP,Wang,Wei
王为义,W. Y. Wang,W.Y.Wang,"Wang, Wei Yi",Wang Wei Yi,形态解剖,,Wang,Wei Yi
王文采,W. T. Wang,W.T.Wang,"Wang, Wen Tsai",Wang Wen Tsai,"毛茛科,苦苣苔科,紫草科,荨麻科,葡萄科,植物分布",PE,Wang,Wen Tsai
王晓东,X. D. Wang,X.D.Wang,"wang,xiao dong",wang xiao dong,,,wang,xiao dong
王筱英,X. Y. Wang,X.Y.Wang,"Wang, xiao ying",Wang xiao ying,,HGAS,Wang,xiao ying
王新桂,X. G. Wang,X.G.Wang,"Wang, xin gui",Wang xin gui,,IBK,Wang,xin gui
王学文,X. W. Wang,X.W.Wang,"Wang, Xue Wen",Wang Xue Wen,安徽毛茛科,ACE,Wang,Xue Wen
